allocation_group,allocation_group_quality,dc_start,allocated_units,dc_remaining,rows_in_group,eligible_rows_in_group,cycles_run,partial_used,over_allocated,stop_reason,trace_truncated
1738940,item,24.0,16.0,8.0,13,13,3,False,False,best score below threshold (0.000 < 0.435),False
1294277,item,84.0,84.0,0.0,9,9,7,False,False,DC exhausted,False
1946806,item,12.0,12.0,0.0,7,7,1,False,False,DC exhausted,False
1537392,item,12.0,12.0,0.0,4,4,2,False,False,DC exhausted,False
1537396,item,6.0,0.0,6.0,2,2,1,False,False,best score below threshold (0.166 < 0.435),False
1918094,item,1.0,1.0,0.0,3,3,1,True,False,DC exhausted,False
1963405,item,568.0,568.0,0.0,76,76,71,False,False,DC exhausted,False
1830074,item,268.0,248.0,20.0,129,129,125,False,False,best score below threshold (0.357 < 0.435),False
1830087,item,52.0,49.0,3.0,35,35,50,False,False,best score below threshold (0.336 < 0.435),False
1830095,item,54.0,54.0,0.0,16,16,9,False,False,DC exhausted,False
1918155,item,5.0,5.0,0.0,88,88,5,False,False,DC exhausted,False
1918156,item,58.0,32.0,26.0,145,145,9,False,False,best score below threshold (0.002 < 0.435),False
1927244,item,242.0,120.0,122.0,348,348,61,False,False,best score below threshold (0.424 < 0.435),False
1980786,item,5.0,5.0,0.0,7,7,5,False,False,DC exhausted,False
1541950,item,292.0,248.0,44.0,169,169,63,False,False,best score below threshold (0.109 < 0.435),False
1707240,item,169.0,26.0,143.0,216,216,14,False,False,best score below threshold (0.150 < 0.435),False
1889895,item,10.0,6.0,4.0,15,15,4,False,False,best score below threshold (0.003 < 0.435),False
100150,item,55.0,44.0,11.0,207,207,12,False,False,best score below threshold (0.005 < 0.435),False
1715361,item,2.0,2.0,0.0,241,241,1,False,False,DC exhausted,False
1910234,item,55.0,26.0,29.0,428,428,27,False,False,best score below threshold (0.056 < 0.435),False
1915128,item,8.0,7.0,1.0,6,6,8,False,False,best score below threshold (0.100 < 0.435),False
1982725,item,2.0,2.0,0.0,4,4,2,False,False,DC exhausted,False
1483598,item,4.0,2.0,2.0,11,11,3,False,False,best score below threshold (0.001 < 0.435),False
1491915,item,16.0,5.0,11.0,58,58,6,False,False,best score below threshold (0.002 < 0.435),False
1553849,item,15.0,0.0,15.0,68,68,1,False,False,no eligible row above threshold,False
1629324,item,2.0,2.0,0.0,3,3,2,False,False,DC exhausted,False
1629325,item,6.0,1.0,5.0,36,36,2,False,False,best score below threshold (0.000 < 0.435),False
1703401,item,1.0,1.0,0.0,17,17,1,False,False,DC exhausted,False
1703403,item,2.0,1.0,1.0,9,9,2,False,False,best score below threshold (0.000 < 0.435),False
1703408,item,5.0,0.0,5.0,45,45,1,False,False,no eligible row above threshold,False
1824786,item,15.0,0.0,15.0,64,64,1,False,False,no eligible row above threshold,False
1824788,item,16.0,6.0,10.0,73,73,4,False,False,best score below threshold (0.001 < 0.435),False
1824789,item,14.0,4.0,10.0,67,67,3,False,False,best score below threshold (0.001 < 0.435),False
1824792,item,9.0,4.0,5.0,32,32,3,False,False,best score below threshold (0.002 < 0.435),False
1914579,item,6.0,0.0,6.0,56,56,1,False,False,no eligible row above threshold,False
1914580,item,10.0,2.0,8.0,46,46,3,False,False,best score below threshold (0.001 < 0.435),False
1944131,item,21.0,8.0,13.0,51,51,3,False,False,best score below threshold (0.002 < 0.435),False
1757906,item,9.0,9.0,0.0,214,214,9,False,False,DC exhausted,False
1757910,item,1.0,0.0,1.0,12,12,1,False,False,no eligible row above threshold,False
1758323,item,2.0,2.0,0.0,60,60,2,False,False,DC exhausted,False
1758325,item,5.0,4.0,1.0,130,130,5,False,False,best score below threshold (0.000 < 0.435),False
1629419,item,1.0,1.0,0.0,6,6,1,False,False,DC exhausted,False
1751591,item,1.0,1.0,0.0,4,4,1,False,False,DC exhausted,False
1824811,item,23.0,0.0,23.0,40,40,1,False,False,no eligible row above threshold,False
1824825,item,14.0,4.0,10.0,31,31,3,False,False,best score below threshold (0.001 < 0.435),False
707009,item,82.0,78.0,4.0,198,198,14,False,False,best score below threshold (0.101 < 0.500),False
1395272,item,48.0,48.0,0.0,18,18,8,False,False,DC exhausted,False
1984063,item,6.0,6.0,0.0,2,2,1,False,False,DC exhausted,False
1925594,item,96.0,48.0,48.0,161,161,25,False,False,best score below threshold (0.120 < 0.435),False
1925599,item,19.0,18.0,1.0,44,44,10,False,False,best score below threshold (0.451 < 0.500),False
100923,item,3.0,3.0,0.0,23,23,1,False,False,DC exhausted,False
1888870,item,2.0,2.0,0.0,84,84,2,False,False,DC exhausted,False
1898726,item,32.0,22.0,10.0,237,237,23,False,False,best score below threshold (0.015 < 0.435),False
1197239,item,33.0,33.0,0.0,45,45,6,True,False,DC exhausted,False
1431891,item,3.0,0.0,3.0,24,24,1,False,False,no eligible row above threshold,False
1498414,item,26.0,18.0,8.0,50,50,10,False,False,best score below threshold (0.048 < 0.435),False
1627350,item,1.0,0.0,1.0,66,66,1,False,False,no eligible row above threshold,False
1871604,item,4.0,0.0,4.0,10,10,1,False,False,no eligible row above threshold,False
1871606,item,4.0,4.0,0.0,16,16,2,False,False,DC exhausted,False
1909936,item,18.0,8.0,10.0,20,20,9,False,False,best score below threshold (0.009 < 0.435),False
1830072,item,1.0,1.0,0.0,55,55,1,True,False,DC exhausted,False
1707239,item,44.0,28.0,16.0,193,193,15,False,False,best score below threshold (0.190 < 0.435),False
1403405,item,71.0,60.0,11.0,47,47,31,False,False,best score below threshold (0.272 < 0.435),False
1403447,item,95.0,95.0,0.0,59,59,48,True,False,DC exhausted,False
1403456,item,72.0,52.0,20.0,39,39,27,False,False,best score below threshold (0.383 < 0.435),False
1433793,item,180.0,110.0,70.0,69,69,56,False,False,best score below threshold (0.423 < 0.435),False
1462447,item,72.0,54.0,18.0,50,50,28,False,False,best score below threshold (0.288 < 0.435),False
1526605,item,179.0,140.0,39.0,76,76,71,False,False,best score below threshold (0.426 < 0.435),False
1526609,item,72.0,42.0,30.0,28,28,22,False,False,best score below threshold (0.121 < 0.435),False
1627755,item,96.0,80.0,16.0,53,53,41,False,False,best score below threshold (0.373 < 0.435),False
1808305,item,180.0,164.0,16.0,112,112,83,False,False,best score below threshold (0.364 < 0.435),False
1808308,item,240.0,180.0,60.0,94,94,91,False,False,best score below threshold (0.337 < 0.435),False
1808310,item,120.0,68.0,52.0,58,58,35,False,False,best score below threshold (0.398 < 0.435),False
1808324,item,240.0,228.0,12.0,125,125,115,False,False,best score below threshold (0.304 < 0.435),False
1925586,item,144.0,86.0,58.0,107,107,44,False,False,best score below threshold (0.161 < 0.435),False
1925587,item,120.0,64.0,56.0,84,84,33,False,False,best score below threshold (0.359 < 0.435),False
1925588,item,120.0,54.0,66.0,93,93,28,False,False,best score below threshold (0.275 < 0.435),False
1925589,item,144.0,46.0,98.0,75,75,24,False,False,best score below threshold (0.260 < 0.435),False
1925591,item,180.0,128.0,52.0,110,110,65,False,False,best score below threshold (0.331 < 0.435),False
1925592,item,142.0,90.0,52.0,112,112,46,False,False,best score below threshold (0.405 < 0.435),False
1925593,item,180.0,118.0,62.0,105,105,60,False,False,best score below threshold (0.376 < 0.435),False
1925595,item,72.0,26.0,46.0,63,63,14,False,False,best score below threshold (0.304 < 0.435),False
1925596,item,180.0,88.0,92.0,99,99,45,False,False,best score below threshold (0.295 < 0.435),False
1925598,item,180.0,86.0,94.0,109,109,44,False,False,best score below threshold (0.364 < 0.435),False
1531391,item,1.0,0.0,1.0,4,4,1,False,False,no eligible row above threshold,False
1757909,item,1.0,0.0,1.0,50,50,1,False,False,no eligible row above threshold,False
1671407,item,1.0,1.0,0.0,29,29,1,False,False,DC exhausted,False
1854239,item,1.0,1.0,0.0,19,19,1,False,False,DC exhausted,False
100071,item,5.0,5.0,0.0,1,1,1,True,False,DC exhausted,False
100846,item,8.0,4.0,4.0,12,12,2,False,False,best score below threshold (0.001 < 0.435),False
101367,item,34.0,20.0,14.0,20,20,6,False,False,best score below threshold (0.336 < 0.435),False
1870609,item,4.0,0.0,4.0,19,19,1,False,False,no eligible row above threshold,False
1916196,item,8.0,0.0,8.0,2,2,1,False,False,no eligible row above threshold,False
1916198,item,131.0,131.0,0.0,12,12,11,True,False,DC exhausted,False
1898873,item,1.0,1.0,0.0,1,1,1,False,False,DC exhausted,False
1101722,item,2.0,2.0,0.0,48,48,1,False,False,DC exhausted,False
101064,item,4.0,2.0,2.0,8,8,2,False,False,best score below threshold (0.000 < 0.435),False
1765296,item,1.0,0.0,1.0,7,7,1,False,False,best score below threshold (0.469 < 0.500),False
106053,item,3.0,3.0,0.0,22,22,1,False,False,DC exhausted,False
1330620,item,16.0,16.0,0.0,21,21,16,False,False,DC exhausted,False
1449503,item,42.0,30.0,12.0,23,23,11,False,False,best score below threshold (0.251 < 0.435),False
1462838,item,6.0,2.0,4.0,30,30,2,False,False,best score below threshold (0.000 < 0.435),False
1531272,item,5.0,5.0,0.0,79,79,5,False,False,DC exhausted,False
1870371,item,35.0,35.0,0.0,15,15,12,True,False,DC exhausted,False
1917118,item,3.0,3.0,0.0,13,13,3,False,False,DC exhausted,False
1967921,item,4.0,4.0,0.0,7,7,1,False,False,DC exhausted,False
1739052,item,18.0,16.0,2.0,42,42,9,False,False,best score below threshold (0.013 < 0.435),False
100544,item,35.0,35.0,0.0,11,11,6,True,False,DC exhausted,False
1411505,item,1.0,1.0,0.0,7,7,1,True,False,DC exhausted,False
1307505,item,3.0,3.0,0.0,11,11,1,False,False,DC exhausted,False
1739053,item,2.0,0.0,2.0,75,75,1,False,False,best score below threshold (0.015 < 0.435),False
